vocabulary_id,Unnamed: 0,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on,term_lemma
teyoCicNy,908,boonies,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",,False,,50.0,eng,boonie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:45,2018-11-01 20:33:45,boonies
LamZYCkdb,909,boons,"Canberra word for white trash or redneck, sometimes shortened to boon",A windfall or beneficial event,False,,,eng,boon,,,True,False,False,False,False,False,True,0,0,0,2018-11-01 20:33:45,2018-11-01 20:33:45,boon
afQYbK6BZ,910,bongs,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",A device for ingesting marijuana,False,,,eng,bong,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:44,2018-11-01 20:33:44,bong
NZPgUoXbx,911,boojies,"[1] A middle-class American, derived from bourgeois [2] An American Indian.",,False,,,eng,boojie,,,False,True,False,False,False,False,True,0,0,0,2018-11-01 20:33:44,2018-11-01 20:33:44,boojies
G4CkWkjqP,912,book books,"In Hawaii, denotes a Filipino, from the alleged sound of Filipino language.",,False,,,eng,book book,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:44,2018-11-01 20:33:44,book book
CZoaPQfkm,913,bog hoppers,A person of common or low class Irish ancestry.,,True,,,eng,bog hopper,,,True,False,False,False,False,False,True,7,1,0,2018-11-01 20:33:43,2018-11-01 20:33:43,bog hopper
bWDAKxDbY,914,bog jumpers,A person of common or low class Irish ancestry.,,True,,38.0,eng,bog jumper,,,True,False,False,False,False,False,True,2,0,0,2018-11-01 20:33:43,2018-11-01 20:33:43,bog jumper
hCzQckqLu,915,bog trotters,A person of common or low class Irish ancestry.,,True,,100.0,eng,bog trotter,,,True,False,False,False,False,False,True,126,14,1,2018-11-01 20:33:43,2018-11-01 20:33:43,bog trotter
ZfcunBxMA,916,bogans,"[1] A male Native American. [2] In Australia or New Zealand, white trash or a redneck.",,False,,75.0,eng,bogan,,,True,True,False,False,False,False,True,243,44,8,2018-11-01 20:33:43,2018-11-01 20:33:43,bogans
pQXBbqXja,917,bohunks,A person of east-central European descent. Originally referred to those of Bohemian (now Czech Republic) descent. It was commonly used toward Ukrainian immigrants during the early 20th century.,,False,,,eng,bohunk,,,True,True,False,False,False,False,False,30,4,2,2018-11-01 20:33:43,2018-11-01 20:33:43,bohunks
P3GaZAtGq,918,blaxicans,A person of mixed Mexican and African ancestry,,True,,44.0,eng,blaxican,,,True,True,False,False,False,False,False,62,13,0,2018-11-01 20:33:42,2018-11-01 20:33:42,blaxicans
xWdqvqUhf,919,blockheads,"In Australia, a person of Macedonian descent.",,False,,,eng,blockhead,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 20:33:42,2018-11-01 20:33:42,blockhead
sXTEqJqsx,920,bludgers,[1] A shiftless or unemployed person. [2] A pimp.,,False,,,eng,bludger,,,False,False,False,False,False,False,True,0,0,0,2018-11-01 20:33:42,2018-11-01 20:33:42,bludgers
PtYczJbsH,921,blue gums,A black person.,,False,,25.0,eng,blue gum,,,False,True,False,False,False,False,False,42,5,0,2018-11-01 20:33:42,2018-11-01 20:33:42,blue gum
RYJRsEinq,922,bluegums,An African-American perceived as being lazy and who refuses to work.,,False,,,eng,bluegum,,,False,True,False,False,False,False,False,14,6,0,2018-11-01 20:33:42,2018-11-01 20:33:42,bluegums
gryozFdeV,923,black Barbies,A black woman when she wears her hair and makeup to try and look like a white woman.,A doll,False,,,eng,black Barbie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:41,2018-11-01 20:33:41,black barbies
yZ4zLcfXs,924,black dagos,[1] A Sicilian [2] A darker-skinned Italian [3] An Italian of allegedly African ancestry,,True,,,eng,black dago,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:41,2018-11-01 20:33:41,black dago
yoAGYcwDn,925,black invaders,Accusative term for refugees or immigrants of darker complexion,,True,,,eng,black invader,,,False,True,False,False,False,False,False,11,5,0,2018-11-01 20:33:41,2018-11-01 20:33:41,black invader
pdFFuEQWA,926,bints,A human female,,False,,10.0,eng,bint,,,False,False,False,True,False,False,False,126,10,0,2018-11-01 20:33:40,2018-11-01 20:33:40,bints
iojqzthth,927,birds,"In the UK, derogatory word for woman",Winged vertebrate,False,,25.0,eng,bird,,,False,False,False,True,False,False,False,0,0,0,2018-11-01 20:33:40,2018-11-01 20:33:40,bird
rAmNt4BDp,928,bitter clingers,one who clings to their guns and religions,,False,,25.0,eng,bitter clinger,,,False,False,False,False,False,False,True,201,29,4,2018-11-01 20:33:40,2018-11-01 20:33:40,bitter clingers
WzbDUTCQC,929,bix noods,An African-American,,False,,,eng,bix nood,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:40,2018-11-01 20:33:40,bix noods
NgECBiZzY,930,bhremptis,"An Indian, based on the perceived pronunciation of 'twenty'.",,False,,,eng,bhrempti,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39,bhremptis
KZaWfDssU,931,beaner shnitzels,Offspring of a hispanic parent and a German parent,,True,,,eng,beaner shnitzel,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39,beaner shnitzels
tvNnRmTKD,932,beaners,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",,False,,,eng,beaner,,,False,True,False,False,False,False,False,294,40,2,2018-11-01 20:33:39,2018-11-01 20:33:39,beaners
XupoxRUJ4,933,beanies,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",,False,,,eng,beaney,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39,beanies
wXBVLXa43,934,Bengalis,"Used by Myanmar Buddhists to foment hate and exclusion from citizenship of Muslims. Calling them ""Bengali"" indicates they should be eliminated from Myanmar.",A Bengali citizen or inhabitant of Bangladesh,False,,41.0,eng,Bengali,,,True,True,True,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39,bengali
chajwxwhX,935,beach niggers,An overly tanned Caucasian,,True,,,eng,beach nigger,,,False,True,False,False,False,False,False,2,0,0,2018-11-01 20:33:38,2018-11-01 20:33:38,beach nigger
dVBvEXYEm,936,bean dippers,A non-hispanic person who dates hispanic women,,False,,25.0,eng,bean dipper,,,False,True,False,False,False,False,False,2,2,0,2018-11-01 20:33:38,2018-11-01 20:33:38,bean dipper
oNHANQscn,937,beaner babies,An infant of hispanic descent,,True,,86.0,eng,,anchor baby,,False,True,False,False,False,False,False,50,27,0,2018-11-01 20:33:38,2018-11-01 20:33:38,beaner baby
temXUPiyk,938,beaner baby,An infant of hispanic descent,,True,,96.0,eng,,anchor babies,,False,True,False,False,False,False,False,72,16,4,2018-11-01 20:33:38,2018-11-01 20:33:38,beaner baby
KZLFmdpfY,939,banana benders,An Australian from Queensland,,True,,1.0,eng,banana bender,,,True,False,False,False,False,False,False,22,10,1,2018-11-01 20:33:37,2018-11-01 20:33:37,banana bender
iYwnzkVun,940,banana landers,An Australian from Queensland,,True,,,eng,banana lander,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 20:33:37,2018-11-01 20:33:37,banana lander
zHVtG2zDd,941,bananas,"An Asian-American who has lost their heritage. Yellow on the outside, white on the inside.",A fruit,False,,,eng,banana,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:37,2018-11-01 20:33:37,banana
BiGrCzyJU,942,bamboo coons,A person of Chinese ancestry,,True,,,eng,bamboo coon,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:36,2018-11-01 20:33:36,bamboo coon
UNPQRsKHE,943,Aunt Janes,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,25.0,eng,Aunt Jane,,,False,True,False,False,False,False,False,3,3,0,2018-11-01 20:33:35,2018-11-01 20:33:35,aunt janes
JitgPJQfP,944,Aunt Jemimas,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,50.0,eng,Aunt Jemima,,,False,True,False,False,False,False,False,70,30,1,2018-11-01 20:33:35,2018-11-01 20:33:35,aunt jemimas
PJbqZaFtk,945,Aunt Marys,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,63.0,eng,Aunt Mary,,,False,True,False,False,False,False,False,6,1,0,2018-11-01 20:33:35,2018-11-01 20:33:35,aunt marys
HCZseQRri,946,Aunt Sallys,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,,eng,Aunt Sally,,,False,True,False,False,False,False,False,4,0,0,2018-11-01 20:33:35,2018-11-01 20:33:35,aunt sallys
fNaTqgDmv,947,azns,Abbreviation for 'asian',,False,,,eng,azn,,,False,True,False,False,False,False,False,72,15,0,2018-11-01 20:33:35,2018-11-01 20:33:35,azns
hDrCYKWyY,948,Argies,An Argentinian.,,False,,,eng,Argie,,,True,False,False,False,False,False,False,99,13,1,2018-11-01 20:33:34,2018-11-01 20:33:34,argies
tVbseqfjx,949,Armos,A person of Armenian descent.,,False,,,eng,Armo,,,False,True,False,False,False,False,False,58,12,2,2018-11-01 20:33:34,2018-11-01 20:33:34,armos
YKTHARGvB,950,Anglos,"A Caucasian, particularly an American",,False,,,eng,Anglo,,,False,True,False,False,False,False,False,109,20,3,2018-11-01 20:33:33,2018-11-01 20:33:33,anglos
kAnxuagZJ,951,Anns,"A white woman to a black person, or a black woman who acts too much like a white one. While Miss Ann, also just plain Ann, is a derisive reference to the white woman, by extension it is applied to any black woman who puts on airs and tries to act like Miss Ann.",A person's name,False,,63.0,eng,Ann,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:33,2018-11-01 20:33:33,anns
kuuCGBswG,952,apes,A black person,A primate,False,,93.0,eng,ape,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:33,2018-11-01 20:33:33,ape
wesJaXio4,953,apples,"An American Indian (Native American) who is 'red on the outside, white on the inside.' Used primarily by other American Indians to indicate someone who has lost touch with their cultural identity. First used in the 1980s.",A fruit,False,,,eng,apple,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:33,2018-11-01 20:33:33,apple
uXJuFbgGn,954,Amos,An Amish person.,,False,,50.0,eng,Amo,,,False,False,True,False,False,False,False,0,0,0,2018-11-01 20:33:32,2018-11-01 20:33:32,amos
dUzTUnsBR,955,anchor babies,"A child of illegal immigrants, particularly in the United States, from the notion of dropping an anchor for other family members to acquire citizenship",,True,,62.0,eng,anchor baby,,,False,True,False,False,False,False,False,687,134,8,2018-11-01 20:33:32,2018-11-01 20:33:32,anchor baby
PxsWdFnsW,956,Angies,"Used in Quebec to denote English-speaking Canadians, from 'Anglophone'.",A person's name,False,,,eng,Angie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:32,2018-11-01 20:33:32,angies
KeAHsWNKo,957,Americoons,Combination of American and 'coon',,True,,,eng,Americoon,,,False,True,False,False,False,False,False,13,4,2,2018-11-01 20:33:31,2018-11-01 20:33:31,americoons
FKLGmBHnA,958,Ahabs,From Moby-Dick. Ahab hunted the white whale.,,False,,72.0,eng,Ahab,,,False,False,False,False,False,False,False,0,0,0,2018-11-01 20:33:29,2018-11-01 20:33:29,ahabs
VWqNzWkeA,959,albinos,A Caucasian person.,One who is born with an absence of skin and hair pigmentation,False,,,eng,albino,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:29,2018-11-01 20:33:29,albino
FfBcDJC9H,960,abos,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",,False,,82.0,eng,abo,,,False,True,False,False,False,False,False,11,2,0,2018-11-01 20:33:28,2018-11-01 20:33:28,abos
uK22Hwkqz,961,African catfishes,Referring to Muslims in Myanmar as an invasive species,,True,,,eng,African catfish,,,False,True,True,False,False,False,False,0,0,0,2018-11-01 20:33:28,2018-11-01 20:33:28,african catfish
rhjpYp2ee,962,Africoons,Combination of African and 'coon'.,,True,,89.0,eng,Africoon,,,False,True,False,False,False,False,False,130,8,1,2018-11-01 20:33:28,2018-11-01 20:33:28,africoons
2HZo9mCFi,963,Afro-Saxons,Caucasian person who 'acts black',,True,,,eng,Afro-Saxon,,,False,True,False,False,False,False,False,35,19,0,2018-11-01 20:33:28,2018-11-01 20:33:28,afro - saxons
cATPpXa4G,964,afs,"An African, used by white Rhodesians.",,False,,100.0,eng,af,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:28,2018-11-01 20:33:28,af
4wdioUyAQ,965,abbos,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",,False,,,eng,abbo,,,False,True,False,False,False,False,False,25,7,3,2018-11-01 20:33:27,2018-11-01 20:33:27,abbos
ExHX2yTyR,966,ABCDs,"American-Born Confused Desi, Indian Americans, Pakistani Americans or other South Asians, (desi) who were born in the United States. Used chiefly by South Asian immigrants to imply confusion about cultural identity.",First letters of the English alphabet,False,,40.0,eng,ABCD,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:27,2018-11-01 20:33:27,abcds
NtvpxgvMT,967,ziojew,Derogatory term for a Jewish zionist or those being accused of such,,True,,96.0,eng,,,,False,True,True,False,False,False,False,54,9,2,2018-11-01 19:42:49,2018-11-01 19:42:49,ziojew
czQmdgfms,968,yard ape,A black person,,True,,99.0,eng,,,,False,True,False,False,False,False,False,86,18,1,2018-11-01 19:42:47,2018-11-01 19:42:47,yard ape
DAGYWQbgi,969,yellow invader,Accusative term for refugees or immigrants from Asia,,True,,97.0,eng,,,,False,True,False,False,False,False,False,2,1,0,2018-11-01 19:42:47,2018-11-01 19:42:47,yellow invader
dzgfnwkrZ,970,wegro,A white person who is acting like a black person,,False,,99.0,eng,,,,False,True,False,False,False,False,False,12,2,0,2018-11-01 19:42:46,2018-11-01 19:42:46,wegro
RCAkVRfYf,971,whigga,A white person who is acting like a black person,,True,,71.0,eng,,,,False,True,False,False,False,False,False,648,162,10,2018-11-01 19:42:46,2018-11-01 19:42:46,whigga
KEZm8ckXa,972,tree nigger,A Native American person,,True,,100.0,eng,,,,False,True,False,False,False,False,False,3,0,0,2018-11-01 19:42:45,2018-11-01 19:42:45,tree nigger
oeRxL7WaN,973,wapanese,A white person who is acting like a Japanese person,,False,,78.0,eng,,,,False,True,False,False,False,False,False,18,5,0,2018-11-01 19:42:45,2018-11-01 19:42:45,wapanese
VxcEzomv2,974,suspook,A black person suspected of a crime,,True,,99.0,eng,,,,False,True,False,False,False,False,False,4,1,0,2018-11-01 19:42:43,2018-11-01 19:42:43,suspook
Y9kqviVYq,975,taco nigger,An Hispanic person,,True,,99.0,eng,,,,False,True,False,False,False,False,False,18,1,0,2018-11-01 19:42:43,2018-11-01 19:42:43,taco nigger
sXCcFRi2B,976,sheboon,Combination of 'she' and 'baboon' to indicate a black woman,,True,,99.0,eng,,,,False,True,False,False,False,False,False,395,54,9,2018-11-01 19:42:40,2018-11-01 19:42:40,sheboon
Ln8VMqGCX,977,sand nip,A person from the South Pacific,,True,,99.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 19:42:38,2018-11-01 19:42:38,sand nip
CedaYXctD,978,reffo,Derogatory term for refugees,,False,,95.0,eng,,,,False,True,False,False,False,False,False,18,8,0,2018-11-01 19:42:37,2018-11-01 19:42:37,reffo
VKmAhQTR2,979,rice nigger,An Asian person,,True,,93.0,eng,,,,False,True,False,False,False,False,False,16,10,0,2018-11-01 19:42:37,2018-11-01 19:42:37,rice nigger
HeThmckyy,980,red nigger,A Native American person,,True,,98.0,eng,,,,False,True,False,False,False,False,False,12,2,0,2018-11-01 19:42:36,2018-11-01 19:42:36,red nigger
 tEKbCmzG,981,pavement ape,A black person,,True,,98.0,eng,,,,False,True,False,False,False,False,False,88,15,3,2018-11-01 19:42:30,2018-11-01 19:42:30,pavement ape
eLqnd73CV,982,Palestinkian,Childish slur for Palestinians,,True,,48.0,eng,,,,True,False,False,False,False,False,False,3,0,0,2018-11-01 19:42:29,2018-11-01 19:42:29,palestinkian
UyxRQXYGZ,983,niggera,Alternative use of the term 'nigger',,True,,98.0,eng,,,,False,True,False,False,False,False,False,54,8,3,2018-11-01 19:42:28,2018-11-01 19:42:28,niggera
KZLFMFzqY,984,niggerette,Female diminuitive of 'nigger',,True,,98.0,eng,,,,False,True,False,False,False,False,False,21,5,1,2018-11-01 19:42:28,2018-11-01 19:42:28,niggerette
4geTZPV4f,985,niggerfag,A homosexual of African descent,,True,,98.0,eng,,,,False,True,False,False,True,False,False,6,1,0,2018-11-01 19:42:28,2018-11-01 19:42:28,niggerfag
MhpsEBUGG,986,niggerize,To increase African American / African influence,,True,,98.0,eng,,,,False,True,False,False,False,False,False,59,7,1,2018-11-01 19:42:28,2018-11-01 19:42:28,niggerize
PwazibGyA,987,niggerwool,Describing the texture of African American hair,,True,,98.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 19:42:28,2018-11-01 19:42:28,niggerwool
RnVgazWDZ,988,nigger-knock,Intimidation of black families by anonymous knocking on their front doors,,True,,99.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 19:42:27,2018-11-01 19:42:27,nigger - knock
MQGLHULja,989,nappyhead,Describing the texture of African American hair,,True,,99.0,eng,,,,False,True,False,False,False,False,False,67,13,1,2018-11-01 19:42:25,2018-11-01 19:42:25,nappyhead
wEYnsHwCX,990,muzzpig,Derogatory portmanteau of Muslim and 'pig',,True,,94.0,eng,,,,False,False,True,False,False,False,False,1,0,0,2018-11-01 19:42:24,2018-11-01 19:42:24,muzzpig
VtzBYjZGF,991,muzzrat,Derogatory portmanteau of Muslim and 'rat',,True,,94.0,eng,,,,False,False,True,False,False,False,False,91,16,3,2018-11-01 19:42:24,2018-11-01 19:42:24,muzzrat
gZyFnochq,992,muzzy,Perjorative diminuitive of Muslim,,True,,83.0,eng,,,,False,False,True,False,False,False,False,278,43,5,2018-11-01 19:42:24,2018-11-01 19:42:24,muzzy
BZoFdqLCY,993,musla,Perjorative diminuitive of Muslim,,False,,94.0,eng,,,,False,False,True,False,False,False,False,39,7,0,2018-11-01 19:42:23,2018-11-01 19:42:23,musla
sfCkhijyu,994,muslimal,Derogatory portmanteau of Muslim and 'animal',,True,,80.0,eng,,,,False,False,True,False,False,False,False,3,0,0,2018-11-01 19:42:23,2018-11-01 19:42:23,muslimal
DHWeAGvKd,995,kneegrow,Alternative form of 'negro',,True,,99.0,eng,,,,False,True,False,False,False,False,False,701,127,15,2018-11-01 19:42:19,2018-11-01 19:42:19,kneegrow
bYNFmB8LF,996,jewbag,A selfish or greedy Jew,,True,,96.0,eng,,,,False,True,True,False,False,False,False,30,6,0,2018-11-01 19:42:18,2018-11-01 19:42:18,jewbag
cRsYPQKdm,997,jew-fucker,One who has sexual relations with Jews,,True,,93.0,eng,,,,False,True,True,False,False,False,False,0,0,0,2018-11-01 19:42:17,2018-11-01 19:42:17,jew - fucker
eMDrkxqjs,998,honklet,The diminuitive of 'honky',,True,,83.0,eng,,,,False,True,False,False,False,False,False,5,0,0,2018-11-01 19:42:16,2018-11-01 19:42:16,honklet
dLqTxhyMq,999,hori,Perjorative term for Maori people,,False,,83.0,eng,,,,False,True,False,False,False,False,False,9,2,2,2018-11-01 19:42:16,2018-11-01 19:42:16,hori
G8FKDRnpW,1000,guidette,A woman of Italian descent,,False,,80.0,eng,,,,False,True,False,False,False,False,False,76,14,1,2018-11-01 19:42:14,2018-11-01 19:42:14,guidette
wKoDjEFZY,1001,gash,Derogatory term referring to a woman's genitals,,False,,85.0,eng,,,,False,False,False,True,False,False,False,0,0,0,2018-11-01 19:42:13,2018-11-01 19:42:13,gash
ndkUVAgRe,1002,gay,[1] Someone who acts like a homosexual [2] Something stupid.,A homosexual,False,,76.0,eng,,,,False,False,False,False,True,False,False,1,0,0,2018-11-01 19:42:13,2018-11-01 19:42:13,gay
MNG9UNPHj,1003,gimp,A disabled person,,False,,97.0,eng,,,,False,False,False,False,False,True,False,215,50,13,2018-11-01 19:42:13,2018-11-01 19:42:13,gimp
LaVFXPUYE,1004,fudgepacker,A homosexual who engages in anal sex,,True,,69.0,eng,,,,False,False,False,True,True,False,False,319,90,5,2018-11-01 19:42:12,2018-11-01 19:42:12,fudgepacker
jdWVrzLjZ,1005,flipabeano,A person of Filipino and Mexican descent,,True,,70.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 19:42:11,2018-11-01 19:42:11,flipabeano
cEBJ2nMNX,1006,fagbag,A homosexual male,,True,,98.0,eng,,,,False,False,False,False,True,False,False,432,78,7,2018-11-01 19:42:10,2018-11-01 19:42:10,fagbag
rknwZYjMw,1007,derka derka,Derogatory interpretation of the Arabic language; most often applied in contexts relating to the Middle East and North Africa or Muslims in general,,True,,82.0,eng,,,,False,True,True,False,False,False,False,20,11,0,2018-11-01 19:42:09,2018-11-01 19:42:09,derka derka
pczCEQBNb,1008,dindu nuffin,"A derogatory contraction of the words ""didn't do nothing,"" popularized as a slur against black people as a mockery of regional pronunciation",,True,,98.0,eng,,,,False,True,False,False,False,False,False,884,167,25,2018-11-01 19:42:09,2018-11-01 19:42:09,dindu nuffin
3tKVVTwnL,1009,coonadian,A Canadian of African descent; sometimes applied to aboriginals,,True,,99.0,eng,,,,False,True,False,False,False,False,False,11,0,0,2018-11-01 19:42:08,2018-11-01 19:42:08,coonadian
tuUvptZQx,1010,clog wog,A Dutch person,,False,US,61.0,eng,,,,True,True,False,False,False,False,False,9,1,0,2018-11-01 19:42:07,2018-11-01 19:42:07,clog wog
TrpChfsZt,1011,cocksucker,A homosexual who engages in oral sex,Generic insult without sexual context,False,,74.0,eng,,,,False,False,False,False,True,False,False,0,0,0,2018-11-01 19:42:07,2018-11-01 19:42:07,cocksucker
VxcXGhGEJ,1012,Congoid,Some concatenation of Congo and mongoloid,,True,,92.0,eng,,,,False,True,False,False,False,False,False,157,32,7,2018-11-01 19:42:07,2018-11-01 19:42:07,congoid
YDaaFLwuu,1013,chimp-out,Acts of aggression commited by a black person,,False,,97.0,eng,,,,False,True,False,False,False,False,False,12,3,1,2018-11-01 19:42:06,2018-11-01 19:42:06,chimp - out
4G2wcQTWZ,1014,cholo chaser,A person who engages in relationships with hispanic individuals,,True,,66.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 19:42:06,2018-11-01 19:42:06,cholo chaser
vNrJWhyyk,1015,chimp pack,A group of black people,,False,,86.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 19:39:13,2018-11-01 19:39:13,chimp pack
JuXUP7M2s,1016,butt pirate,A homosexual who engages in anal sex,,True,,88.0,eng,,,,False,False,False,True,True,False,False,658,96,7,2018-11-01 19:39:11,2018-11-01 19:39:11,butt pirate
vtuMAYdp7,1017,bootlip,A term for African Americans,,False,,90.0,eng,,,,False,True,False,False,False,False,False,13,0,0,2018-11-01 19:39:10,2018-11-01 19:39:10,bootlip
4LmhMZKUi,1018,black invader,Accusative term for refugees or immigrants of darker complexion,,True,,82.0,eng,,,,False,True,False,False,False,False,False,27,7,0,2018-11-01 19:39:09,2018-11-01 19:39:09,black invader
U7XB6fC79,1019,tynekere,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,86.0,eng,,tinker,,False,True,False,False,False,False,False,0,0,0,2018-09-06 23:40:04,2018-09-06 23:40:04,tynekere
9CCMjFQbE,1020,tynkard,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,86.0,eng,,tinker,,False,True,False,False,False,False,False,0,0,0,2018-09-06 23:00:04,2018-09-06 23:00:04,tynkard
UUqqkY4CM,1021,tynkare,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,86.0,eng,,tinker,,False,True,False,False,False,False,False,0,0,0,2018-09-06 22:50:05,2018-09-06 22:50:05,tynkare
ZuAbaNuN7,1022,Rhine monkey,A person of German descent.,,False,,63.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2018-09-05 13:40:04,2018-09-05 13:40:04,rhine monkey
ZRUNtv3uU,1023,proddywhoddy,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,False,,82.0,eng,,prod,,False,False,True,False,False,False,False,0,0,0,2018-09-04 21:20:06,2018-09-04 21:20:06,proddywhoddy
V8kK3c7CY,1024,pommie grant,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,,85.0,eng,,pom,,True,False,False,False,False,False,False,0,0,0,2018-09-04 15:50:04,2018-09-04 15:50:04,pommie grant
Guu4dGFhA,1025,bhrempti,"An Indian, based on the perceived pronunciation of 'twenty'.",,False,,12.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2018-09-04 03:20:04,2018-09-04 03:20:04,bhrempti
V3b2KWX42,1026,mongol,Disabled,East-Central Asian ethnic group native to Mongolia,False,,90.0,eng,,,,False,False,False,False,False,True,False,0,0,0,2018-05-25 12:59:56,2018-05-25 12:59:56,mongol
za3nc7RBB,1027,blue gum,A black person.,,False,,65.0,eng,,,,False,True,False,False,False,False,False,34,21,0,2018-05-24 14:07:41,2018-05-24 14:07:41,blue gum
